type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,encoded_type,cluster,wine_type
,7.713375527851754,0.3446497888592983,0.26968143474811396,6.69792721949901,0.0733471518700066,20.49203586870285,156.13375527851755,0.996463135550731,3.230429852453673,0.5058280590185307,9.585031645888815,4,1,4,Other
,7.116117792946267,0.5523163384089431,0.21163711192787593,1.9332488912225025,0.08299746673667507,8.667511087774974,23.0,0.9959081855596393,3.3683882207053735,0.4366497782445005,9.207932233306888,4,0,1,Other
,7.099140051033466,0.4208722363981849,0.2257371003373795,10.12174447279637,0.06483538095319341,15.321867347112873,175.88697789118547,0.9966304668367781,3.3979115476170163,0.5056511054407261,10.3799754251367,4,1,4,Other
,7.651902522768354,0.2397816632435225,0.250436673512955,1.8704928424722393,0.06932252214685379,24.02183367564775,185.38802317379702,0.9952636057260222,3.3475421267194636,0.5436618949814929,9.340985684944478,4,1,4,Other
,8.371619338580492,0.6656894859845361,0.2657295470864393,2.200267074012688,0.08457295470864394,11.8594320629659,43.42971603148295,0.9976,3.302838066141951,0.5271352264567803,9.214323867716098,4,0,1,Other
,6.687346564647527,0.5149631755154063,0.39470207635848503,1.2780406105561395,0.049152644269216866,9.687346564647527,64.31265343535247,0.9918075741670846,3.257183664116188,0.39467752670208917,11.309551450655345,4,0,4,Other
,9.0949928054569,0.673579676323356,0.12428021578442933,2.2496870503410564,0.08639672661254856,5.4968705034105625,14.0,0.9972465575537517,3.329937410068211,0.5501877697953662,10.503129496589438,4,0,1,Off-Dry
,6.977189652845851,0.5129836215039518,0.0,2.1863544058717617,0.0660448084110233,6.863544058717613,13.863544058717613,0.9953705902336851,3.425926628843653,0.5840936782384716,10.777189652845852,4,0,1,Off-Dry
,6.430975255016379,0.3068131973245982,0.25902474498362166,4.706181463213226,0.04576991751672126,7.380494899672433,114.23008248327874,0.9956840659866231,3.2546016496655747,0.40061814632132253,8.692032993311495,4,1,4,Other
,7.6,0.21181687358936407,0.3503633747178728,1.2145349887149126,0.040672962753914466,6.963662528212718,106.0,0.9914581399548597,3.063270372460855,0.4481831264106359,11.267296275391447,4,1,0,Other
,6.496582870097999,0.37596077360847746,0.17947900536052896,1.080700276288742,0.030157983422675484,5.228011051549678,52.54397789690064,0.990775439778969,3.2784033154649035,0.41824088412397425,11.277198894845032,4,1,4,Other
,5.990022396189971,0.7272561589522419,0.01049888019050146,1.890022396189971,0.06699925346033431,6.0,13.0,0.9960590619627923,3.61449738711117,0.6134996267301671,10.034996267301672,4,0,1,Other
,7.265466113513186,0.44165255891846106,0.3130932227026373,4.768326418914831,0.04144597510809339,18.86334716217034,105.20868602703847,0.9950014301527008,3.2589936375677477,0.48280719216247286,10.613665283782966,4,1,4,Off-Dry
,7.69347275969172,0.7950131310085351,0.18046984651031828,1.8885116744178343,0.0745221792246624,3.7049610852738857,8.295038914726113,0.9971970496108528,3.3511488325582164,0.4008093395342674,9.454046697671338,4,0,1,Other
,6.846740421904832,0.2606519156190337,0.2666297890475842,4.132595780951685,0.05114144640953147,9.271829533338208,86.59778734285506,0.9944023863967616,3.1764085233330897,0.48,10.085855359046853,4,1,4,Other
,7.162934127765706,0.29041432536375855,0.3135610317520439,8.439976981662003,0.04178051587602195,13.204928576839507,175.5341547628066,0.9953178051587602,3.4065845237193417,0.5286338094877366,10.972676189754733,4,1,4,Other
,6.9593931612935265,0.7456236617994244,0.13531412495784184,6.190591544985609,0.03762549704592809,18.93748088284892,49.87496176569784,0.9932600428224184,3.0953141249578415,0.25812748522964046,11.043732794564027,4,0,4,Other
,6.6770278217520405,0.55351293071517,0.06162225740163269,1.7283797029200683,0.0774730603927245,4.0,7.743240594159864,0.9941294612078544,3.358243534642415,0.4239194752264286,10.656759405840136,4,0,1,Other
,6.2678210845126605,0.5292063859278536,0.356334819732918,9.841559042455787,0.06448051196930266,42.920638592785366,228.9105422563304,0.9973705482520829,3.2994083126569533,0.6150504816822749,9.267821084512661,4,1,2,Other
,7.059442914210636,0.34900039348869366,0.24961082692483236,3.593895665638613,0.03250553150902428,9.316673224811561,102.91110236691792,0.9926355590532329,3.0136665355037686,0.7743342514736186,11.531667322481155,4,1,0,Other
,9.145509746676035,0.7499248964135633,0.05137743666900882,1.6398210283415309,0.0794221795836261,4.113774366690088,14.0,0.997988622563331,3.292844359167252,0.5388622563330991,9.717066155003513,4,0,1,Other
,7.534942709471634,0.2720820682409822,0.3469885418943269,1.8509352634665532,0.03181412202706181,6.371755945876375,105.62824405412363,0.993,3.136059152029636,0.4436813236404741,10.511526783762912,4,1,4,Other
,6.322517134642506,0.30581121490181207,0.22434610601334457,3.645034269285012,0.04003146418303132,5.403146418303132,86.2094392549094,0.9925924775729494,3.3041887850981877,0.4322517134642506,11.13716822352718,4,1,4,Off-Dry
,5.879815465036717,0.34802768024449243,0.30018453496328273,1.7380623828855315,0.03660092267481641,3.798154650367173,78.99077325183586,0.990739215726406,3.28,0.3639446395110152,11.439907732518359,4,1,4,Other
,6.917811365468749,0.6884150975334822,0.08242641221986613,3.7569433419308047,0.06976717048203124,14.831698049330358,28.747547073995538,0.9954554264968571,3.4066339609866074,0.5149509414799107,10.973773536997768,4,0,1,Off-Dry
,8.143230115128532,0.7516150575642663,0.0,2.370309654614402,0.08445840921028261,12.432301151285326,24.864602302570653,0.9979021857927687,3.3756769884871467,0.46,9.6,4,0,1,Other
,8.15639204565928,0.9048675635502446,0.26743482621525183,2.0820437835067627,0.08694827874825323,6.948696524305036,23.076955213542448,0.9961230447864575,3.26,0.46615223932287764,10.0,4,0,1,Off-Dry
,7.307681912446536,0.564933731759695,0.13205301459224406,2.1038409562232676,0.08166026507296123,10.01920478111634,23.33973492703878,0.9965736353945926,3.3866026507296123,0.4401920478111634,9.236854209871328,4,0,1,Other
,7.219593285136601,0.3774305991912418,0.3039186570273203,4.194916064207517,0.03938169783114706,20.01016787158497,106.81423502021896,0.9947376613895355,3.2842236931748694,0.5263863791202288,10.498983212841502,4,1,4,Off-Dry
,8.19492043656706,0.77746021828353,0.0,2.2152386902988206,0.08859363492536479,12.9492043656706,25.8984087313412,0.9978091432141794,3.3705079563432943,0.46,9.6,4,0,1,Other
,6.871564487353589,0.25568710252928234,0.25421775632320587,3.884355126464117,0.05387209360889471,11.009514114751179,85.85306537939235,0.9943080549480563,3.089524294262441,0.48,9.81279063911053,4,1,4,Other
,7.418701365519443,0.5432465862013937,0.10992218483110802,4.2971424896430666,0.07571424896430662,5.812986344805575,29.935068275972124,0.9961993723336517,3.3108049475780628,0.4738180882727805,9.523638234544391,4,0,1,Other
,7.293929167671201,0.3560708323287987,0.23833052110958033,2.0652614475345867,0.06652951049451811,27.863406272602028,48.03035416164399,0.9957199325066299,3.424839792520521,0.5355986465616209,10.016694788904196,4,0,1,Off-Dry
,6.891014699962778,0.39658922002729674,0.23281175997022174,2.085024499937962,0.10101161699590548,4.0,7.029951000124076,0.994600232339918,3.4367053899863516,0.573710289973944,11.370048999875925,4,0,1,Off-Dry
,7.585703971852604,0.1885703971852604,0.3907148014073698,6.768977140992792,0.04226161253582377,30.595427182702263,160.3809867604913,0.9948773044579069,3.1335667873336717,0.573574007036849,10.973838746417623,4,1,2,Other
,7.0519659917830895,0.5629306882497959,0.11480340082169105,3.239886639276965,0.07091852631060054,5.613295546425655,27.839886639276965,0.9957758412949878,3.3335954655710784,0.4303931983566179,9.386704453574344,4,0,1,Other
,7.134473975103134,0.5832763012448433,0.48102657759282064,2.045394979252612,0.10908554813273505,3.1092100414947765,8.890789958505223,0.9968372515659719,3.33,0.5481579917010446,10.310921004149478,4,0,3,Off-Dry
,7.485682948256108,0.8416070122844004,0.016785975431199102,3.6929145948638027,0.08764353612111767,5.0,13.32140245688009,0.9969035792629359,3.381073778880792,0.5732140245688009,11.0,4,0,1,Off-Dry
,7.618186445436041,0.2711536503853983,0.3170629726572003,7.004181210547873,0.043531486328600155,16.35667539148028,176.05944589858004,0.995335314863286,3.3540554101419953,0.5076221640567982,10.552443281135963,4,1,4,Other
,6.799054704236373,0.7711756606714684,0.0,2.0078377378097887,0.07105947146282535,6.0,12.539188689048943,0.9966768649048761,3.4747971722622357,0.5547026426858732,9.861756606714684,4,0,1,Other
,8.701425735967037,0.32675690297168636,0.2560584732665163,4.763291821815752,0.06619671537971547,25.887384950471894,177.6478974917453,0.9964210972739386,3.2163364013207496,0.4370420501650937,9.035210250825468,4,1,2,Other
,6.92177351124346,0.3124297510498996,0.2845566221891349,6.647585421295779,0.04145061422040242,57.772168890543256,206.91637243633807,0.9953346794662696,3.19,0.7332155467014083,9.844051822338027,4,1,2,Other
,5.854393490303973,0.40496287463143343,0.14219058975958557,1.0910581695112263,0.029536509829326426,5.642326780449049,51.7153464391019,0.990767153464391,3.4026980341347146,0.45138614243592395,11.235767321955095,4,1,4,Other
,7.966502262716169,0.6183137313238509,0.2216786808015107,1.983251131358085,0.0836631256585021,9.666160808357443,75.0,0.996199559903271,3.213338391916426,0.5483175252611701,9.566805777701703,4,0,1,Other
,7.2711383554430356,0.7862136597179031,0.06645183933453819,4.632259196672691,0.0903768826068717,4.755516635081378,12.633274952622067,0.9968361961455046,3.39410858128029,0.5687775831754068,11.122241682459311,4,0,1,Off-Dry
,7.321570451631247,0.5414180153868026,0.26880831315002424,1.6607852258156237,0.06977228665051917,7.6817552357884535,75.0,0.9944731270551359,3.2331824476421156,0.48630485111838917,10.112517310158175,4,0,1,Other
,7.493448703848246,0.35637824037938404,0.22951792615719419,3.886032128834645,0.03460321288346449,5.065512961517536,33.67243519241232,0.9914005932129426,3.034239795761488,0.3691718146124551,11.616563707750899,4,0,4,Other
,7.314944077447993,0.35924942767821616,0.27241611617198913,3.756353587683851,0.05018366799556113,30.172483485159674,158.02304271067973,0.9941336666230125,3.1137919419140054,0.5604608542135949,10.734496697031934,4,1,2,Other
,7.575896229954765,0.5844870287443457,0.09345613288959585,1.7379481149773823,0.07531075475945717,15.344622620271412,42.27589622995477,0.9961517924599096,3.3534462262027143,0.49379481149773824,9.055179245990953,4,0,1,Other
,6.297622178882101,0.3909511284471597,0.24594455279474806,6.888110894410504,0.06842932293170419,9.071334633536978,116.95244357764201,0.9942499342434759,3.152853385341479,0.3552312064593783,10.171466146585209,4,1,4,Other
,7.890447588181978,0.25963490973076253,0.31915728913986136,6.145511452656841,0.04457864456993069,18.241560225875226,176.3735933709792,0.9953457864456993,3.3226406629020797,0.49505626516083184,10.301125303216637,4,1,4,Other
,7.343494145173462,0.6283999639618892,0.22388045397087875,1.968229868488225,0.08404689605464676,8.31770131511775,23.0,0.9959694022698544,3.345650585482654,0.44364597369764497,9.374091875319069,4,0,1,Other
,6.932993183472923,0.3001425960838379,0.311792255257484,9.165175344431553,0.04089612762874201,11.613029731735617,175.2688382886226,0.9953089612762874,3.4331161711377396,0.5392464684550959,11.184929369101917,4,1,4,Other
,8.116175780299637,0.8573289720986184,0.019410936359563386,3.22990495203491,0.09562256512634182,25.406888055680007,60.676484394007275,1.000099026050537,3.5843634123770185,0.7119121098501819,9.832351560599273,4,0,1,Other
,6.461036911443462,0.293377853133923,0.19974077213913458,4.7260016955132675,0.050480755184001906,6.584446328348075,114.58444632834808,0.9952467399243825,3.230518455721731,0.35,8.911704708452307,4,1,4,Other
,8.386384913007939,0.6321067940141869,0.35353283367877064,2.2110338483769567,0.08733215184347243,14.931924565039692,55.17018858740077,0.9973870302226616,3.302511702154366,0.5608098162803583,10.36936605426786,4,0,3,Off-Dry
,6.76004251956131,0.47319234647896424,0.1882029763692917,2.0371041729252095,0.04283931968701904,5.0,28.08034015649048,0.9926227056065738,3.1949893701096723,0.3304017007824524,10.468076535210358,4,1,4,Other
,7.4157966904396755,0.7490171332680822,0.001329525940426176,1.8822729874609843,0.08382272987460984,6.0,12.04431753134754,0.9966428874954554,3.3541816100312123,0.4957612790751801,9.717727012539015,4,0,1,Other
,6.317642726084732,0.7822851678595831,0.0,2.0819011190638874,0.06217186571233352,6.0,12.909505595319438,0.9966472395523744,3.5673763988298592,0.5991406714383324,9.97285167859583,4,0,1,Other
,7.092410963917783,0.5304139474226665,0.2383442103093345,0.8,0.029055192989688852,29.006899123711108,86.06209211339996,0.9929815103484543,3.1595860525773336,0.3205519298968885,9.11241842267999,4,1,4,Other
,8.364760057135163,0.8385239942864838,0.012428502142568576,2.1514299571486286,0.07064760057135162,4.919049928581048,14.0,0.9968052350928447,3.3175714978574313,0.5767619971432418,10.894764907155361,4,0,1,Off-Dry
,6.48707752707267,0.27775348375639797,0.1932306182318325,4.374453384518954,0.047486084386642945,6.193837093909949,114.19383709390995,0.9954160039259724,3.243538763536335,0.35,8.703379783418638,4,1,4,Other
,6.618647246391596,0.6119927173968485,0.09,3.9,0.09293600362115559,14.546618115978989,29.906763768042023,0.9959472757390728,3.450804369561891,0.5880072826031516,11.0546618115979,4,0,1,Off-Dry
,6.809771439201135,0.268045712159773,0.2851142803994325,4.50228560798865,0.047074858312124844,6.684000744079447,87.70685682396595,0.9945428685310357,3.3057999627960277,0.48,10.492514168787515,4,1,4,Off-Dry
,6.871627796789267,0.19945740107024454,0.5829766780735598,4.137132315518546,0.038513184171239126,6.141861016053668,121.76356497324389,0.9926280235588295,2.9308760112307812,0.5786511187157065,10.390542598929756,4,1,4,Other
,7.115027734148557,0.7276467074263447,0.00607850946081227,1.8189532071891696,0.0831895320718917,6.0,12.202616982027076,0.996367446451273,3.4048374342486643,0.5163402076635198,9.78104679281083,4,0,1,Other
,7.399631257278009,0.7791527659626557,0.018453029014107895,1.723020193427386,0.06223388936149377,4.0,8.0,0.9959529271335236,3.3484530290141077,0.3453959613145228,9.600368742721992,4,0,1,Other
,7.927866467197016,0.628483308399627,0.17440928745531356,1.9139332335985078,0.07953439760636419,13.232801196817906,42.627866467197016,0.9968557329343941,3.3323280119681793,0.5113933233598508,9.125573293439402,4,0,1,Other
,6.754673196067092,0.3251869989075255,0.29845788083028063,9.930373997815051,0.043401887755285716,10.728975947561224,175.1214959912602,0.9954822439868902,3.451495280611786,0.5439252004369899,11.260279610050766,4,1,4,Other
,8.096184986800012,0.7725846419142867,0.006673822277142041,2.326061087457128,0.08744277480200019,13.148307161714268,26.2224607425714,0.9976101668330057,3.3729661432342857,0.46444921485142804,9.711230371285701,4,0,1,Other
,6.046532144360437,0.6517272839413994,0.022949492457466775,1.5940067672337763,0.08094006767233776,6.0,12.76498308191556,0.9953889294374669,3.584794586212979,0.5894478006490227,10.005993232766222,4,0,1,Other
,8.343630219350253,0.8406369780649748,0.011636133225634445,2.167277335487311,0.07043630219350253,4.945462225812185,14.0,0.9967708991064442,3.3183638667743653,0.5778184890324873,10.929100893555841,4,0,1,Off-Dry
,7.6,0.2402508232394899,0.35605016464789796,1.4420065859159192,0.035554851816891817,6.394983535210202,106.0,0.9923680263436636,3.1144514818310816,0.4197491767605101,10.755485181689183,4,1,4,Other
,6.4,0.27,0.19,1.9055077431522414,0.08494492256847759,21.0,195.72461284238793,0.99516,3.49,0.6394492256847759,9.505507743152242,4,1,1,Other
,6.79184521301603,0.2706116090237978,0.2888787167897041,4.58369042603206,0.045898065162700376,5.989806516270038,87.96941954881011,0.9945460556991792,3.339388390976202,0.479184521301603,10.609174135356966,4,1,4,Off-Dry
,7.672873987267569,0.38742939362748247,0.25959497070280446,6.246958369492582,0.059724705222817545,23.817815031831078,156.9554624204223,0.99673963375289,3.270931098090135,0.4740890751591554,9.759109248408446,4,1,4,Other
,5.811676765861485,0.6782111106119083,0.019416161706925755,1.7116767658614849,0.07294410780461717,6.0,13.0,0.9955656390522167,3.63530437731616,0.6164720539023085,10.064720539023085,4,0,1,Other
,6.258976871774694,0.3985456683868299,0.4310231282253061,5.967502940318912,0.04519658957258231,10.820462564506123,114.80341042741769,0.9961427283419342,3.266068208548354,0.5267502940318911,8.921364170967074,4,1,4,Other
